Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
"$1,495/mo","5514 Stanton Ave Unit 2, Pittsburgh, PA 15206",3 beds,3 baths,"1,300",Dogs welcome,N/A,https://ssl.cdn-redfin.com/photo/rent/de6d2c83-a740-48f3-bf35-cb905c6ab84b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5514-Stanton-Ave-15206/unit-2/apartment/192984198
"$1,350/mo","1419 Oakdene St, Pittsburgh, PA 15206",3 beds,1 bath,"1,026",Pets welcome,(412) 569-8073,https://ssl.cdn-redfin.com/photo/rent/6c7e1a51-5a67-45e7-8b5b-38cbc05d191f/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/1419-Oakdene-St-15206/home/74514176
"$1,990/mo","113 Banksville Pl, Pittsburgh, PA 15220",2 beds,1.5 baths,"1,700",Car-dependent,(412) 444-4400,https://ssl.cdn-redfin.com/photo/rent/f3a70b1b-25f5-425f-9fc9-4f4106d001b9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/113-Banksville-Pl-15220/home/74436614
"$1,150/mo","115 Delafield Rd, Pittsburgh, PA 15215",1 bed,1 bath,—,Very walkable,(412) 364-3344,https://ssl.cdn-redfin.com/photo/rent/dd8aa849-c8ed-4461-9864-3e4d8814df18/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/115-Delafield-Rd-15215/apartment/74512670
"$1,400/mo","448 Jacobson Dr, Brentwood, PA 15227",2 beds,1 bath,—,Pets welcome,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/8ac208e9-1ce3-44fb-8cd9-76f6abb9665b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Brentwood/448-Jacobson-Dr-15227/apartment/192983928
"$1,545/mo","1363 Fallowfield Ave, Pittsburgh, PA 15216",3 beds,1 bath,—,Somewhat walkable,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/65fb0060-52f2-4bf1-8b69-0e5b268dfaef/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1363-Fallowfield-Ave-15216/home/74512445
$800/mo,"599 Highland Pl, Pittsburgh, PA 15202",1 bed,1 bath,550,Car-dependent,(999) 999-9999,https://ssl.cdn-redfin.com/photo/rent/5e9fd679-a114-40f0-984f-88da51564c47/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/599-Highland-Pl-15202/apartment/73590350
"$1,300/mo","5320 Natrona Way, Pittsburgh, PA 15201",2 beds,1 bath,840,Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/95063ac0-6227-40df-8f9f-66cde53c2bf6/islphoto/genIsl.0_16.jpg,https://www.redfin.com/PA/Pittsburgh/5320-Natrona-Way-15201/home/73533092
"$1,030/mo","416 Walnut St, Mount Oliver, PA 15210",2 beds,1.5 baths,—,N/A,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/0d3fa42a-c79b-4979-a6fd-721a6c812c2f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Mount-Oliver/416-Walnut-St-15210/home/192983837
$850/mo,"225 S Saint Clair St, Pittsburgh, PA 15206",1 bed,1 bath,—,Walker's paradise,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/c69bb339-9868-41b6-a22f-91186810cf28/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/225-S-Saint-Clair-St-15206/apartment/73509642
"$1,250/mo","2023 Spring St, Pittsburgh, PA 15210",2 beds,1 bath,"1,000",Somewhat walkable,(724) 884-6076,https://ssl.cdn-redfin.com/photo/rent/019d0447-04c5-4887-806c-09dd79c80f38/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2023-Spring-St-15210/home/73495590
"$2,925/mo","103 S 16th St, Pittsburgh, PA 15203",3 beds,3.5 baths,"3,000",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/d3982a9b-7ee5-4da9-b3a2-f13b591cd8bc/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/103-S-16th-St-15203/home/73494516
"$1,999/mo","732-734 S Millvale Ave, Pittsburgh, PA 15213",3 beds,1 bath,990,N/A,(412) 441-1211,https://ssl.cdn-redfin.com/photo/rent/b54b84c8-c2ba-46a1-802f-50575af1acc8/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/732-734-S-Millvale-Ave-15213/apartment/192774601
"$1,650/mo","96 Kittanning Pike, Pittsburgh, PA 15215",3 beds,1 bath,"2,320",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/a2f11614-a9f1-44d1-b15b-49262b45aa1b/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/96-Kittanning-Pike-15215/home/74510630
"$4,800/mo","144 Villa Dr, Pittsburgh, PA 15214",3 beds,3.5 baths,"2,175",Laundry in unit,(412) 213-8808,https://ssl.cdn-redfin.com/photo/rent/4f418fb6-01a7-4acd-9a16-71be155c2a53/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/144-Villa-Dr-15214/home/74506851
"$1,200/mo","185 Howard St, Pittsburgh, PA 15235",2 beds,1 bath,—,Car-dependent,(724) 864-5916,https://ssl.cdn-redfin.com/photo/rent/71706ee8-40d3-4009-bc0c-d387be186c13/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/185-Howard-St-15235/home/73590225
"$2,100/mo","2777 Bingham Dr, Pittsburgh, PA 15241",3 beds,2 baths,"1,012",Pets welcome,(724) 278-8000,https://ssl.cdn-redfin.com/photo/rent/b29df5f9-3673-47d6-8486-a59e244b41ff/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/2777-Bingham-Dr-15241/home/74708851
"$2,850/mo","146 Villa Dr, Pittsburgh, PA 15214",3 beds,3.5 baths,"2,175",Laundry in unit,(412) 213-8808,https://ssl.cdn-redfin.com/photo/rent/839e059c-2bde-431e-ae0c-2a5f973c7468/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/146-Villa-Dr-15214/home/74506850
"$1,850/mo","10 Penn Dr, Pittsburgh, PA 15214",3 beds,2 baths,"1,200",Laundry in unit,(724) 612-3761,https://ssl.cdn-redfin.com/photo/rent/f8d31f9b-d925-461a-9bd1-eef86ba9ebe1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/10-Penn-Dr-15214/home/74506531
"$1,275/mo","26 Merritt Ave, Pittsburgh, PA 15227",2 beds,1 bath,800,Somewhat walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/1c044ce9-a1fc-4162-bffc-c166947e1aff/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/26-Merritt-Ave-15227/home/73590034
"$1,275/mo","414 Walnut St, Mount Oliver, PA 15210",3 beds,1.5 baths,—,N/A,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/7ebe1606-e539-4aea-9ac8-bfea90ecbbf9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Mount-Oliver/414-Walnut-St-15210/home/192983707
"$1,125/mo","4709 Corday Way, Pittsburgh, PA 15224",1 bed,1 bath,—,Walker's paradise,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/64e79024-acd3-4cbc-a9c8-a4ed8c112469/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4709-Corday-Way-15224/home/73530037
$775/mo,"Brier Cliff Apartments | 334 Bascom Ave, Pittsburgh, PA 15214",1 bed,1 bath,650,Available 10/31,(412) 364-1146,https://ssl.cdn-redfin.com/photo/rent/4398ba31-99d1-46e3-9875-045a93ca1554/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/Brier-Cliff-Apartments/apartment/74505878
"$1,995/mo","4415 Lucerne Ave, Pittsburgh, PA 15214",4 beds,2 baths,"1,947",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/fd8bbf9a-078b-44e4-813e-93929fffda56/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/4415-Lucerne-Ave-15214/home/74505839
"$1,295/mo","5514 Stanton Ave Unit 1, Pittsburgh, PA 15206",2 beds,1 bath,"1,300",Dogs welcome,N/A,https://ssl.cdn-redfin.com/photo/rent/b58dd30f-ea91-433a-b4e2-47ec29660097/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/5514-Stanton-Ave-15206/unit-1/apartment/192983679
"$2,100/mo","1502 Kenberma Ave, Pittsburgh, PA 15216",5 beds,2.5 baths,"2,300",A/C,(412) 203-9159,https://ssl.cdn-redfin.com/photo/rent/076c7a63-7e4f-44ac-a26f-8a4636b3d825/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1502-Kenberma-Ave-15216/home/73589134
"$1,395/mo","39 S Howard Ave, Pittsburgh, PA 15202",3 beds,1 bath,"1,900",Very walkable,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/5a380f5f-6c30-437f-bff8-801d8f0a4759/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/39-S-Howard-Ave-15202/home/74505377
"$1,800/mo","306 4th Ave #904, Pittsburgh, PA 15222",2 beds,2.5 baths,"1,100",A/C,(412) 290-9671,https://ssl.cdn-redfin.com/photo/rent/dac357cc-cdb5-42f8-8605-7280996d8e0e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/306-4th-Ave-15222/unit-904/home/73588215
"$3,500/mo","357 Melwood Ave, Pittsburgh, PA 15213",6 beds,2 baths,"2,417",Very walkable,(412) 535-8958,https://ssl.cdn-redfin.com/photo/rent/b35060e3-bc25-497e-a058-7e756ae4454c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/357-Melwood-Ave-15213/home/74564660
"$1,795/mo","87 Wyoming St, Pittsburgh, PA 15211",2 beds,1 bath,"1,000",Pets welcome,(412) 343-6206,https://ssl.cdn-redfin.com/photo/rent/70aaa913-6cba-43d1-be1a-1018b722ae45/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/87-Wyoming-St-15211/home/73529499
"$1,000/mo","5727 Rural St, Pittsburgh, PA 15206",1 bed,1 bath,850,Parking,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/dd5d272a-95d2-4c04-ae1d-5f37d21d14d5/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5727-Rural-St-15206/home/73509313
$870/mo,"5 E Orchard Ave, Pittsburgh, PA 15202",1 bed,1 bath,600,Laundry in unit,(412) 567-8345,https://ssl.cdn-redfin.com/photo/rent/cf686849-be13-42b6-b6a6-f2e83536586b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5-E-Orchard-Ave-15202/apartment/74504857
"$1,595/mo","4223 Geneva St Unit B, Pittsburgh, PA 15201",3 beds,1 bath,"1,300",Dogs welcome,N/A,https://ssl.cdn-redfin.com/photo/rent/da117560-99c1-4b51-aac0-cb68c6ba64cd/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/4223-Geneva-St-15201/unit-B/home/192983515
"$4,500/mo","713 Clinton Pl, Pittsburgh, PA 15202",4 beds,2 baths,"1,760",Pets welcome,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/dd85e4af-52da-4f28-9715-d490a11098a0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/713-Clinton-Pl-15202/home/74504739
"$1,395/mo","514 Dawson Ave, Pittsburgh, PA 15202",3 beds,1 bath,—,Very walkable,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/984aba2d-e8bf-40f6-8fd4-6b3da8746578/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/514-Dawson-Ave-15202/home/74504729
