Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Image Link,Link to Listing
We Have Your New Home😊🏠😍 CALL TODAY!☎️❤️ - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00606_hk9RJwfl3Ff_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-have-your-new-home-call/7791649642.html
LOVE WHERE YOU LIVE!!! 💖💥💖 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025",Pittsburgh,"3910 OLD WILLIAM PENN HWY, Penn Hills, PA 15235",40.443855,-79.812103,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_iooxiQR6PFR_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-love-where-you-live/7791649333.html
Large 2 bedroom apartment in Sheraden - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,100",Pittsburgh,N/A,40.455400,-80.064400,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00b0b_4bjXt58Xtmx_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-bedroom-apartment-in/7791649212.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,123",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791649168.html
Large Private Parking Lots.. 24 HR Gym...And Sooooo Much More - apts/housing for rent - apartment rent - craigslist,Apartment,$964,Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,550,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_3gWOrKsP7za_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-private-parking-lots/7791649022.html
"3 BD, Pet Friendly (Pet Fees Apply) - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,995",Pittsburgh,"539 South Graham Street, Pittsburgh, PA 15232",40.400100,-80.016100,3,2,1166,monthly,laundry in bldg,street parking,https://images.craigslist.org/01515_b9Q4yqbK67e_0d30hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-pet-friendly-pet-fees/7790155815.html
This Place is Calling 📞For YOU! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,338",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_7Pty5l5OUMS_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-place-is-calling-for-you/7791648872.html
"Refrigerator, in Bridgeville PA, 1 Bed - apts/housing for rent - apartment rent - craigslist",Apartment,$993,Bridgeville,"479 Bank St Ext, Bridgeville, PA 15017",40.357388,-80.111871,1,1,663,monthly,laundry on site,off-street parking,https://images.craigslist.org/00909_65VRJpk4JfU_0jm0cV_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/bridgeville-refrigerator-in-bridgeville/7791648835.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,107",Pittsburgh,"103, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791648791.html
Check out the Video🎥 Tour in this Ad!!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$884,Pittsburgh,"901 Lewis Ave, Pittsburgh, PA 15238",40.534600,-79.880500,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00u0u_dIAreknRK7L_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-the-video-tour-in/7791648677.html
"Music Room, Rooftop Basketball Court, Game Room - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,765",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,755,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00k0k_j0B9wrNg99U_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-music-room-rooftop/7790489262.html
.Call📞 Now for a Tour - apts/housing for rent - apartment rent - craigslist,Apartment,$884,Pittsburgh,"901 Lewis Ave, Pittsburgh, PA 15238",40.534600,-79.880500,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00u0u_dIAreknRK7L_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-call-now-for-tour/7791646973.html
Washer/Dryer hook ups...Full Basement...Back Yard and Hardwood Floors - apts/housing for rent - apartment rent -...,Apartment,"$1,199",Coraopolis,"355 Moon Clinton Rd, Coraopolis, PA 15108",40.510484,-80.234952,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00l0l_51JTlJiUWO_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-washer-dryer-hook-upsfull/7791646394.html
Beautiful Townhouse....Great Location📞👀😍 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,299",Coraopolis,"355 Moon Clinton Rd, Coraopolis, PA 15108",40.510484,-80.234952,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00P0P_hXVciplDj8j_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-beautiful-townhousegreat/7791645721.html
This is The 😍ONE!!!!! Call📲 For a Tour Today!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,049",Coraopolis,"285 Moon Clinton Rd, Coraopolis, PA 15108",40.512823,-80.231443,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00000_q2NCtNe6p7_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-is-the-one-call-for/7791645334.html
Park in a Garage...Spacious 2 Bedroom - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/01414_2CDc3w9HYBI_0hJ0dC_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-park-in-garagespacious/7791644135.html
Come See This Amazing Place!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00t0t_hkAj3kfRJnp_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-come-see-this-amazing-place/7791644056.html
This is the One You have Been 👀👀Looking For!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/01717_ceSV1JGru8i_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-the-one-you-have/7791643934.html
Amazing Apartments Available at Chateau - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00J0J_lpKvvoDxeNC_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-amazing-apartments/7791643850.html
Ready For Immediate MOVE IN🚗📞😊 - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00I0I_iQxlEPrnPOL_09G06s_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-ready-for-immediate-move-in/7791643773.html
NO STEPS...Walk into your new home... - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Coraopolis,"285 Moon Clinton Rd, Coraopolis, PA 15108",40.512823,-80.231443,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01515_cWwfCgfrC77_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-no-stepswalk-into-your-new/7791643608.html
Beautiful Hardwood Floor and Much More...Call NOPW! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,049",Coraopolis,"359 Moon Clinton Rd, Coraopolis, PA 15108",40.510382,-80.235218,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00r0r_llPMFo0RWxY_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-beautiful-hardwood-floor-and/7791643501.html
Call☎️ For a Tour - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,049",Coraopolis,"359 Moon Clinton Rd, Coraopolis, PA 15108",40.510382,-80.235218,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00r0r_1igP3zH5CWZ_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-call-for-tour/7791643067.html
Get in on this before it is Gone...Gone...Gone!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,049",Coraopolis,"359 Moon Clinton Rd, Coraopolis, PA 15108",40.510382,-80.235218,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00v0v_6vZGsPpw4Av_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-in-on-this-before-it-is/7791642789.html
Security Deposit cut✂️ in Half....Call NOW - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,049",Coraopolis,"359 Moon Clinton Rd, Coraopolis, PA 15108",40.510382,-80.235218,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00r0r_llPMFo0RWxY_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-security-deposit-cut-in/7791642456.html
3 bed 1 bath brick duplex in heart of N PGH community behind Ross park - apts/housing for rent - apartment rent -...,Apartment,"$1,625",Pittsburgh,"Hazlett, Pittsburgh, PA 15237",40.548000,-80.050000,3,1,1200,monthly,w/d hookups,attached garage,https://images.craigslist.org/00W0W_eNjRPJuZ5cR_0gw0co_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bed-bath-brick-duplex-in/7791639406.html
"24 Hour Fitness Center, Swimming Pool, Dog Park - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,545",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.500000,-80.199600,2,2,1050,monthly,w/d in unit,carport,No image available,https://pittsburgh.craigslist.org/apa/d/coraopolis-24-hour-fitness-center/7791641385.html
Open Floor Plan.....Many Building Updates...Call📞😍 - apts/housing for rent - apartment rent - craigslist,Apartment,$949,Coraopolis,"120 Foxwood Rd, Moon Twp, PA 15108",40.514842,-80.233156,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00E0E_g7RC8nIqAYG_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-open-floor-planmany-building/7791641335.html
SPACIOUS LIVING!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,390",Pittsburgh,"128 N Craig St, Oakland, PA 15213",40.444000,-79.955200,1,1,1090,monthly,laundry in bldg,attached garage,https://images.craigslist.org/01616_6W46w2zeLsl_0hv0bG_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-living/7785129345.html
Just What you have been looking For!!!!😍😍😍 - apts/housing for rent - apartment rent - craigslist,Apartment,$799,Coraopolis,"199 Rosemont Drive, Coraopolis, PA 15108",40.509153,-80.227224,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_2iUz6o6v0v4_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-just-what-you-have-been/7791641249.html
This Fall Special is the One!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$799,Coraopolis,"199 Rosemont Drive, Coraopolis, PA 15108",40.509153,-80.227224,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00j0j_2EZIHyYrBTG_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-fall-special-is-the-one/7791641103.html
"Wonderful, Warm, and Well-situated Wellington Square Apartments - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,025",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00f0f_guCOdakNsXW_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-wonderful-warm-and-well/7791640959.html
"Rooftop Ice Rink, Bike Storage, Music Room - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,908",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,715,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00K0K_iwenyPufoyJ_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-rooftop-ice-rink-bike/7791640858.html
We are Just a Phone Call Away for your new HOME - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_3aqioCMLp9q_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-we-are-just-phone-call-away/7791640819.html
This is it!!! The One YOU are 😍Looking For!!📞🚚👀 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00808_jGcx66xAsPk_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-this-is-it-the-one-you-are/7791640739.html
Just What You are👀👀 Looking For!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00F0F_kkz1T0Tggdx_0wg0oc_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-just-what-you-are-looking/7791640497.html
"Pet Friendly, Dog Park, Swimming Pool, 1 Bed 1 Bath in Moon - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,365",Coraopolis,"916 Beaver Grade Road, Moon Township, PA 15108",40.500000,-80.199600,1,1,750,monthly,w/d in unit,carport,https://images.craigslist.org/00505_jnX2Ma5K5eS_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-pet-friendly-dog-park/7790827135.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925,N/A,N/A,40.418380,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00n0n_2MqO9OsSEMQ_0jm0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7791615006.html
Great Price on a Great Place!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$835,Coraopolis,"284 Moon Clinton Road, Moon Twp, PA 15108",40.500000,-80.199600,1,1,650,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_xkvsNBCaYl_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-great-price-on-great-place/7791637522.html
Get a Saturday Tour....Call - apts/housing for rent - apartment rent - craigslist,Apartment,$835,Coraopolis,"284 Moon Clinton Road, Moon Twp, PA 15108",40.500000,-80.199600,1,1,650,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01717_6iqgGPQmgVI_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-get-saturday-tourcall/7791637290.html
Fabulous Lawrenceville 2 BR! Washer & Dryer In Unit and MORE! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,760",Pittsburgh,"263 37th Street, Pittsburgh, PA 15201",40.464808,-79.962754,2,1,950,monthly,w/d in unit,street parking,https://images.craigslist.org/00y0y_bVuAQVisbBf_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fabulous-lawrenceville-br/7791637165.html
very Spacious and plenty of 😎Natural Light - apts/housing for rent - apartment rent - craigslist,Apartment,$749,Coraopolis,"285 Moon Clinton Rd, Moon Twp, PA 15108",40.512823,-80.231443,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00q0q_fxarZiDiQyF_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-very-spacious-and-plenty-of/7791636882.html
This Place is like no other👀😊 - apts/housing for rent - apartment rent - craigslist,Apartment,$749,Coraopolis,"285 Moon Clinton Rd, Moon Twp, PA 15108",40.512823,-80.231443,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00q0q_gaDYibg2tWT_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/coraopolis-this-place-is-like-no-other/7791636582.html
"Great Price💰, Even Better Apartment!😍 - apts/housing for rent - apartment rent - craigslist",Apartment,$940,Pittsburgh,"501 Mifflin Ave, Pittsburgh, PA 15221",40.441268,-79.893172,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00t0t_hA2WVAuTtmM_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-great-price-even-better/7791636245.html
✔️✔️✔️CHECK OUT THIS AMAZING PLACE!!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$940,Pittsburgh,"501 Mifflin Ave, Pittsburgh, PA 15221",40.441268,-79.893172,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01313_cXDD8zv36py_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-this-amazing-place/7791635986.html
A Private balcony🍂😍 and SOOOOO much More!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$949,Pittsburgh,"530 Kelly Ave, Pittsburgh, PA 15221",40.440808,-79.890052,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00E0E_kuoS9Y64SSv_0jm0cU_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-private-balcony-and-sooooo/7791635806.html
"Central A/C, Community Room, 3/BD - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,372",Hunker,"117 Huntingdon Village Dr, Hunker, PA 15639",40.189994,-79.599803,3,2,1246,monthly,laundry on site,off-street parking,https://images.craigslist.org/00202_by4axOU5gN4_09i06I_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/hunker-central-c-community-room-bd/7791635731.html
